Date,sp500_logrt
2012-01-04,0.000187906160885
2012-01-05,0.00293939285205
2012-01-06,-0.00254018500173
2012-01-09,0.00225904391048
2012-01-10,0.00884652370494
2012-01-11,0.000309549024283
2012-01-12,0.00233388310124
2012-01-13,-0.00496020430848
2012-01-17,0.00354665767106
2012-01-18,0.0110466890402
2012-01-19,0.00492650176503
2012-01-20,0.000669235882375
2012-01-23,0.000471231832951
2012-01-24,-0.00102634414018
2012-01-25,0.00864169533852
2012-01-26,-0.0057705083751
2012-01-27,-0.00159414780608
2012-01-30,-0.0025253088663
2012-01-31,-0.000457051443494
2012-02-01,0.00886023774689
2012-02-02,0.00109454764781
2012-02-03,0.0144997256874
2012-02-06,-0.000423963746335
2012-02-07,0.00202133769374
2012-02-08,0.00215788085203
2012-02-09,0.00147302495245
2012-02-10,-0.00691012225464
2012-02-13,0.00677702341142
2012-02-14,-0.000939965350693
2012-02-15,-0.00539774788519
2012-02-16,0.0109653661362
2012-02-17,0.0023461755846
2012-02-21,0.000719664147935
2012-02-22,-0.00334569759038
2012-02-23,0.0042629033588
2012-02-24,0.00167084095806
2012-02-27,0.00135364285488
2012-02-28,0.00335071357158
2012-02-29,-0.00474824275595
2012-03-01,0.00613915646364
2012-03-02,-0.00325103507307
2012-03-05,-0.00387720062847
2012-03-06,-0.0154895063492
2012-03-07,0.00687692207133
2012-03-08,0.00977004895653
2012-03-09,0.0036246730668
2012-03-12,0.000160448003327
2012-03-13,0.0179691328363
2012-03-14,-0.0011969781784
2012-03-15,0.00594946620969
2012-03-16,0.00111877222044
2012-03-19,0.00396597147512
2012-03-20,-0.00300502840088
2012-03-21,-0.00187294998668
2012-03-22,-0.00723263469065
2012-03-23,0.00310403596907
2012-03-26,0.0137903003812
2012-03-27,-0.00282074958785
2012-03-28,-0.00495375905961
2012-03-29,-0.00160922411048
2012-03-30,0.00369161404396
2012-04-02,0.00747662586616
2012-04-03,-0.00399661169318
2012-04-04,-0.0102549268908
2012-04-05,-0.000629240236214
2012-04-09,-0.0114234380848
2012-04-10,-0.0172290250206
2012-04-11,0.00742128971353
2012-04-12,0.013685314982
2012-04-13,-0.0125534667457
2012-04-16,-0.000503727622279
2012-04-17,0.0153679791556
2012-04-18,-0.00406353329448
2012-04-19,-0.00595207569129
2012-04-20,0.00116858236626
2012-04-23,-0.00844311318473
2012-04-24,0.00367302015521
2012-04-25,0.0135523423902
2012-04-26,0.0066579520908
2012-04-27,0.00241141401333
2012-04-30,-0.00389106215339
2012-05-01,0.00564243564261
2012-05-02,-0.00249980508134
2012-05-03,-0.00768835160093
2012-05-04,-0.0162789952114
2012-05-07,0.000350519240533
2012-05-08,-0.00428785287734
2012-05-09,-0.00672482778985
2012-05-10,0.00251424727417
2012-05-11,-0.00339309090193
2012-05-14,-0.0111750730527
2012-05-15,-0.00576240872092
2012-05-16,-0.00441354366418
2012-05-17,-0.0151657978048
2012-05-18,-0.00741520132812
2012-05-21,0.0159086839885
2012-05-22,0.000486219062245
2012-05-23,0.00169227015898
2012-05-24,0.00137908064403
2012-05-25,-0.00216798114098
2012-05-29,0.0110180555392
2012-05-30,-0.0144386295659
2012-05-31,-0.00227926088168
2012-06-01,-0.0249512954215
2012-06-04,0.000109548470042
2012-06-05,0.00571051436821
2012-06-06,0.0227877761372
2012-06-07,-0.000106470427507
2012-06-08,0.00808142084268
2012-06-11,-0.012700423459
2012-06-12,0.0115833898987
2012-06-13,-0.00704803020028
2012-06-14,0.0107565928723
2012-06-15,0.0102847454744
2012-06-18,0.00144370360436
2012-06-19,0.00976783429319
2012-06-20,-0.00168778046725
2012-06-21,-0.0225132077069
2012-06-22,0.0071489894088
2012-06-25,-0.0160835025157
2012-06-26,0.00476136775748
2012-06-27,0.00894478190807
2012-06-28,-0.00211202870369
2012-06-29,0.02461479365
2012-07-02,0.00245629246226
2012-07-03,0.00621277173794
2012-07-05,-0.00469804194746
2012-07-06,-0.00947741840221
2012-07-09,-0.00164017633769
2012-07-10,-0.0081591216145
2012-07-11,-1.49240384228e-05
2012-07-12,-0.00499957404874
2012-07-13,0.0163627588532
2012-07-16,-0.0023169954131
2012-07-17,0.0073823555903
2012-07-18,0.00665827507372
2012-07-19,0.00271341563504
2012-07-20,-0.0101126208363
2012-07-23,-0.00894897852475
2012-07-24,-0.00908205023596
2012-07-25,-0.000313910762899
2012-07-26,0.0164056629468
2012-07-27,0.01890081436
2012-07-30,-0.000483476534741
2012-07-31,-0.00432617309986
2012-08-01,-0.00290419290235
2012-08-02,-0.00753196341396
2012-08-03,0.0188612880168
2012-08-06,0.00232656055635
2012-08-07,0.00509376337427
2012-08-08,0.000620633723697
2012-08-09,0.000413599905977
2012-08-10,0.00218605046123
2012-08-13,-0.00125268524522
2012-08-14,-0.000128154155744
2012-08-15,0.00113899121233
2012-08-16,0.0070754207643
2012-08-17,0.0018703834472
2012-08-20,-2.11748443135e-05
2012-08-21,-0.00350366685838
2012-08-22,0.000226377418945
2012-08-23,-0.00810499947091
2012-08-24,0.00643398846531
2012-08-27,-0.000489134791598
2012-08-28,-0.000808508632808
2012-08-29,0.000843992676176
2012-08-30,-0.00783642989845
2012-08-31,0.00506047006371
2012-09-04,-0.00116663957297
2012-09-05,-0.0010682316536
2012-09-06,0.0202295368196
2012-09-07,0.0040417951088
2012-09-10,-0.00616680573095
2012-09-11,0.00313005242311
2012-09-12,0.002090505602
2012-09-13,0.0161781717105
2012-09-14,0.00395113577314
2012-09-17,-0.00312958345809
2012-09-18,-0.00128059505217
2012-09-19,0.00118485206009
2012-09-20,-0.000540879949957
2012-09-21,-7.53222997938e-05
2012-09-24,-0.00223514954449
2012-09-25,-0.0105573895352
2012-09-26,-0.00575325353806
2012-09-27,0.00960272762379
2012-09-28,-0.00448780791268
2012-10-01,0.00264799746778
2012-10-02,0.00087190688952
2012-10-03,0.00361785713151
2012-10-04,0.00714882160989
2012-10-05,-0.00032164060288
2012-10-08,-0.0034627239648
2012-10-09,-0.00994018254082
2012-10-10,-0.00620725495771
2012-10-11,0.000195370278807
2012-10-12,-0.00297054495564
2012-10-15,0.00804547070826
2012-10-16,0.0102175557734
2012-10-17,0.00410860596537
2012-10-18,-0.0024467196306
2012-10-19,-0.0167101450068
2012-10-22,0.000439485760406
2012-10-23,-0.0145492350179
2012-10-24,-0.0030901522348
2012-10-25,0.0029910651585
2012-10-26,-0.000729248066476
2012-10-31,0.000155867711761
2012-11-01,0.0108672128541
2012-11-02,-0.0094237184903
2012-11-05,0.00216147163196
2012-11-06,0.00782250920348
2012-11-07,-0.0239904846382
2012-11-08,-0.0122799329305
2012-11-09,0.00169725140976
2012-11-12,0.000130478861348
2012-11-13,-0.00399338347561
2012-11-14,-0.0139488704013
2012-11-15,-0.00159481582452
2012-11-16,0.00482827486176
2012-11-19,0.0196673769069
2012-11-20,0.000663166475065
2012-11-21,0.00231749315482
2012-11-23,0.0129422019886
2012-11-26,-0.00203164401993
2012-11-27,-0.00524029393118
2012-11-28,0.00782533125554
2012-11-29,0.00426055324048
2012-11-30,0.000162494659567
2012-12-03,-0.00475651932603
2012-12-04,-0.00171127571324
2012-12-05,0.00158360732178
2012-12-06,0.00330113578205
2012-12-07,0.00291666208283
2012-12-10,0.00033850357498
2012-12-11,0.00652753131998
2012-12-12,0.000448138879965
2012-12-13,-0.00634148976995
2012-12-14,-0.00414397559709
2012-12-17,0.0118006878307
2012-12-18,0.0114211858694
2012-12-19,-0.00761814523668
2012-12-20,0.00547310412923
2012-12-21,-0.00942294445827
2012-12-24,-0.00244327880769
